#{"t_start": 1750701228.3349602, "env_id": "None"}
r,l,t
-30.149761,300,1703.180565
-30.149876,300,1703.180957
-30.15001,300,1703.182114
-30.14994,300,1703.182167
-30.149601,300,1715.910463
-30.149408,300,1715.910603
-30.14911,300,1715.910619
-30.149132,300,1715.91063
-30.149746,300,1728.816367
-30.149311,300,1728.816596
-30.149448,300,1728.817757
-30.149885,300,1728.818708
-30.149303,300,1741.236089
-30.149725,300,1741.236185
-30.149727,300,1741.236201
-30.149683,300,1741.236227
-30.149315,300,1753.729783
-30.14873,300,1753.729891
-30.146828,300,1753.72992
-30.14961,300,1753.72993
-30.149567,300,1766.732519
-30.147877,300,1766.732652
-30.149706,300,1766.732669
-30.150011,300,1766.73268
-30.148975,300,1779.268139
-30.149427,300,1779.268223
-30.15,300,1779.268237
-30.147577,300,1779.268246
-30.14933,300,1791.904203
-30.149965,300,1791.904295
-30.149603,300,1791.904316
-30.14837,300,1791.90433
-30.14914,300,1804.745808
-30.14993,300,1804.745912
-30.14874,300,1804.745929
-30.150064,300,1804.74594
-30.149712,300,1817.365535
-30.148825,300,1817.365622
-30.149687,300,1817.365637
-30.149727,300,1817.365647
-30.14981,300,1829.877647
-30.149931,300,1829.877765
-30.14967,300,1829.877781
-30.148382,300,1829.877794
-30.14968,300,1842.948411
-30.148771,300,1842.948484
-30.149923,300,1842.948498
-30.14991,300,1842.948507
-30.149942,300,1855.210346
-30.149353,300,1855.210479
-30.149923,300,1855.210496
-30.149992,300,1855.210506
-30.14898,300,1867.900797
-30.149702,300,1867.900928
-30.14827,300,1867.900963
-30.149727,300,1867.900981
-30.149567,300,1880.936952
-30.150078,300,1880.937051
-30.149767,300,1880.937065
-30.149769,300,1880.937074
-30.14975,300,1893.426384
-30.14982,300,1893.426478
-30.149942,300,1893.426499
-30.14983,300,1893.426514
-30.149488,300,1908.426029
-30.149452,300,1908.426119
-30.149372,300,1908.426139
-30.14966,300,1908.426149
-30.146719,300,1920.919916
-30.149673,300,1920.920013
-30.149893,300,1920.92003
-30.150085,300,1920.92004
-30.149916,300,1933.860857
-30.149868,300,1933.860972
-30.150112,300,1933.860989
-30.147232,300,1933.861
-30.149813,300,1946.60337
-30.148266,300,1946.6035
-30.14967,300,1946.603517
-30.149635,300,1946.603528
-30.14926,300,1959.048153
-30.14971,300,1959.048467
-30.14966,300,1959.049508
-30.148603,300,1959.049523
-30.149784,300,1971.428108
-30.149456,300,1971.428184
-30.149555,300,1971.428198
-30.149843,300,1971.428208
-30.14985,300,1984.333879
-30.149715,300,1984.333969
-30.149345,300,1984.333985
-30.14983,300,1984.333995
-30.14831,300,1996.972238
-30.149988,300,1996.972332
-30.149597,300,1996.972348
-30.149906,300,1996.972374
-30.1497,300,2009.878074
-30.147842,300,2009.878182
-30.14941,300,2009.878198
-30.150043,300,2009.878209
-30.149694,300,2022.841337
-30.148666,300,2022.841431
-30.149925,300,2022.841447
-30.149881,300,2022.841457
-30.149532,300,2035.658398
-30.149797,300,2035.658522
-30.150091,300,2035.658539
-30.150063,300,2035.658549
-30.1498,300,2048.126981
-30.14961,300,2048.127078
-30.149815,300,2048.127095
-30.149368,300,2048.127106
-30.149763,300,2061.182705
-30.149513,300,2061.18281
-30.148144,300,2061.182826
-30.149813,300,2061.182838
-30.149536,300,2073.490848
-30.149858,300,2073.490959
-30.149902,300,2073.490978
-30.149899,300,2073.490988
-30.149837,300,2086.423245
-30.149954,300,2086.423316
-30.147861,300,2086.423331
-30.14825,300,2086.42334
-30.148619,300,2098.723449
-30.149956,300,2098.723544
-30.14988,300,2098.723561
-30.14988,300,2098.723572
-30.149685,300,2113.513849
-30.149893,300,2113.513952
-30.14941,300,2113.51397
-30.149885,300,2113.513981
-30.149698,300,2125.951474
-30.148998,300,2125.951593
-30.1496,300,2125.951612
